eta,momentum, CrossEntropy, MSE,
0.0078125,0.0,62280.59324040291,62294.6028871363
0.0078125,0.25,62245.16029778074,62239.21999997592
0.0078125,0.5,62180.27026499241,62160.59945615711
0.0078125,0.75,62052.60241507506,62091.16459294045
0.03125,0.0,62056.98850705776,62059.922950938555
0.03125,0.25,61982.56240465278,61985.32766970209
0.03125,0.5,61944.656805657825,61895.680136594536
0.03125,0.75,61582.39723914193,61781.334136984915
0.125,0.0,61019.04436253817,61233.365719390014
0.125,0.25,61133.318022963336,60801.42489008004
0.125,0.5,60554.36606350214,60461.27165561554
0.125,0.75,59216.32147009774,59050.132327275314
0.25,0.0,60419.01103507779,59614.374323250486
0.25,0.25,60052.97416828782,60300.23325175888
0.25,0.5,59660.633895381245,59483.93127978214
0.25,0.75,57974.861097768226,58230.10173627336
0.5,0.0,58149.594494573554,57700.87801275203
0.5,0.25,57330.02169510161,57727.58469439542
0.5,0.5,57153.29952763656,58037.45642176381
0.5,0.75,54928.29030379259,55450.10796015534
1,0.0,67586.3168157054,49033.066335359996
1,0.25,67475.05560717528,67415.78090824789
1,0.5,67581.71666677385,67571.49846830449
1,0.75,67472.38753536086,67509.50359152535
2,0.0,54268.90104672646,67006.4064647584
2,0.25,48190.03306834025,68421.06701384143
2,0.5,51443.20846799081,68421.01254536182
2,0.75,48969.12380209434,68420.97671350854
